sheet,cell,row,col,formula_a1,formula_r1c1,value_if_any
PPvsREal Summary,G129,129,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$G:$G)"
PPvsREal Summary,H129,129,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$H:$H)"
PPvsREal Summary,I129,129,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$I:$I)"
PPvsREal Summary,J129,129,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$J:$J)"
PPvsREal Summary,K129,129,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$K:$K)"
PPvsREal Summary,L129,129,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$L:$L)"
PPvsREal Summary,M129,129,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$M:$M)"
PPvsREal Summary,N129,129,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$N:$N)"
PPvsREal Summary,O129,129,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$O:$O)"
PPvsREal Summary,P129,129,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$P:$P)"
PPvsREal Summary,Q129,129,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$Q:$Q)"
PPvsREal Summary,R129,129,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$R:$R)"
PPvsREal Summary,S129,129,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$S:$S)"
PPvsREal Summary,T129,129,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$T:$T)"
PPvsREal Summary,U129,129,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$U:$U)"
PPvsREal Summary,V129,129,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$V:$V)"
PPvsREal Summary,W129,129,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$W:$W)"
PPvsREal Summary,X129,129,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$X:$X)"
PPvsREal Summary,Y129,129,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z129,129,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA129,129,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C129,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC129,129,29,=D129+F129+H129+J129+L129+N129+P129,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D129+F129+H129+J129+L129+N129+P129
PPvsREal Summary,AD129,129,30,=E129+G129+I129+K129+M129+O129+Q129,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E129+G129+I129+K129+M129+O129+Q129
PPvsREal Summary,D130,130,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$D:$D)"
PPvsREal Summary,E130,130,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$E:$E)"
PPvsREal Summary,F130,130,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$F:$F)"
PPvsREal Summary,G130,130,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$G:$G)"
PPvsREal Summary,H130,130,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$H:$H)"
PPvsREal Summary,I130,130,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$I:$I)"
PPvsREal Summary,J130,130,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$J:$J)"
PPvsREal Summary,K130,130,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$K:$K)"
PPvsREal Summary,L130,130,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$L:$L)"
PPvsREal Summary,M130,130,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$M:$M)"
PPvsREal Summary,N130,130,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$N:$N)"
PPvsREal Summary,O130,130,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$O:$O)"
PPvsREal Summary,P130,130,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$P:$P)"
PPvsREal Summary,Q130,130,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$Q:$Q)"
PPvsREal Summary,R130,130,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$R:$R)"
PPvsREal Summary,S130,130,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$S:$S)"
PPvsREal Summary,T130,130,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$T:$T)"
PPvsREal Summary,U130,130,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$U:$U)"
PPvsREal Summary,V130,130,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$V:$V)"
PPvsREal Summary,W130,130,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$W:$W)"
PPvsREal Summary,X130,130,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$X:$X)"
PPvsREal Summary,Y130,130,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z130,130,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA130,130,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C130,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC130,130,29,=D130+F130+H130+J130+L130+N130+P130,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D130+F130+H130+J130+L130+N130+P130
PPvsREal Summary,AD130,130,30,=E130+G130+I130+K130+M130+O130+Q130,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E130+G130+I130+K130+M130+O130+Q130
PPvsREal Summary,D131,131,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$D:$D)"
PPvsREal Summary,E131,131,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$E:$E)"
PPvsREal Summary,F131,131,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$F:$F)"
PPvsREal Summary,G131,131,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$G:$G)"
PPvsREal Summary,H131,131,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$H:$H)"
PPvsREal Summary,I131,131,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$I:$I)"
PPvsREal Summary,J131,131,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$J:$J)"
PPvsREal Summary,K131,131,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$K:$K)"
PPvsREal Summary,L131,131,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$L:$L)"
PPvsREal Summary,M131,131,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$M:$M)"
PPvsREal Summary,N131,131,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$N:$N)"
PPvsREal Summary,O131,131,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$O:$O)"
PPvsREal Summary,P131,131,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$P:$P)"
PPvsREal Summary,Q131,131,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$Q:$Q)"
PPvsREal Summary,R131,131,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$R:$R)"
PPvsREal Summary,S131,131,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$S:$S)"
PPvsREal Summary,T131,131,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$T:$T)"
PPvsREal Summary,U131,131,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$U:$U)"
PPvsREal Summary,V131,131,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$V:$V)"
PPvsREal Summary,W131,131,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$W:$W)"
PPvsREal Summary,X131,131,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$X:$X)"
PPvsREal Summary,Y131,131,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z131,131,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA131,131,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C131,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC131,131,29,=D131+F131+H131+J131+L131+N131+P131,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D131+F131+H131+J131+L131+N131+P131
PPvsREal Summary,AD131,131,30,=E131+G131+I131+K131+M131+O131+Q131,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E131+G131+I131+K131+M131+O131+Q131
PPvsREal Summary,D132,132,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$D:$D)"
PPvsREal Summary,E132,132,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$E:$E)"
PPvsREal Summary,F132,132,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$F:$F)"
PPvsREal Summary,G132,132,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$G:$G)"
PPvsREal Summary,H132,132,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$H:$H)"
PPvsREal Summary,I132,132,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$I:$I)"
PPvsREal Summary,J132,132,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$J:$J)"
PPvsREal Summary,K132,132,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$K:$K)"
PPvsREal Summary,L132,132,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$L:$L)"
PPvsREal Summary,M132,132,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$M:$M)"
PPvsREal Summary,N132,132,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$N:$N)"
PPvsREal Summary,O132,132,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$O:$O)"
PPvsREal Summary,P132,132,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$P:$P)"
PPvsREal Summary,Q132,132,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$Q:$Q)"
PPvsREal Summary,R132,132,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$R:$R)"
