sheet,cell,row,col,formula_a1,formula_r1c1,value_if_any
RESUMEN,G28,28,7,"=IF((IFERROR(D28/F28,0))=0,0,(IFERROR(D28/F28,0)-1))","=IF((IFERROR(RC[-3]/RC[-1],0))=0,0,(IFERROR(RC[-3]/RC[-1],0)-1))","=IF((IFERROR(D28/F28,0))=0,0,(IFERROR(D28/F28,0)-1))"
RESUMEN,H28,28,8,"=IF((IFERROR(D28/E28,0))=0,0,(IFERROR(D28/E28,0)-1))","=IF((IFERROR(RC[-4]/RC[-3],0))=0,0,(IFERROR(RC[-4]/RC[-3],0)-1))","=IF((IFERROR(D28/E28,0))=0,0,(IFERROR(D28/E28,0)-1))"
RESUMEN,D29,29,4,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B29,'PPvsREal Summary'!$AD:$AD)","=SUMIF('PPvsREalSummary'!$C:RC[-2],'PPvsREalSummary'!$AD:$AD)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B29,'PPvsREal Summary'!$AD:$AD)"
RESUMEN,E29,29,5,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B29,'PPvsREal Summary'!$AC:$AC)","=SUMIF('PPvsREalSummary'!$C:RC[-3],'PPvsREalSummary'!$AC:$AC)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B29,'PPvsREal Summary'!$AC:$AC)"
RESUMEN,G29,29,7,"=IF((IFERROR(D29/F29,0))=0,0,(IFERROR(D29/F29,0)-1))","=IF((IFERROR(RC[-3]/RC[-1],0))=0,0,(IFERROR(RC[-3]/RC[-1],0)-1))","=IF((IFERROR(D29/F29,0))=0,0,(IFERROR(D29/F29,0)-1))"
RESUMEN,H29,29,8,"=IF((IFERROR(D29/E29,0))=0,0,(IFERROR(D29/E29,0)-1))","=IF((IFERROR(RC[-4]/RC[-3],0))=0,0,(IFERROR(RC[-4]/RC[-3],0)-1))","=IF((IFERROR(D29/E29,0))=0,0,(IFERROR(D29/E29,0)-1))"
RESUMEN,D30,30,4,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B30,'PPvsREal Summary'!$AD:$AD)","=SUMIF('PPvsREalSummary'!$C:RC[-2],'PPvsREalSummary'!$AD:$AD)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B30,'PPvsREal Summary'!$AD:$AD)"
RESUMEN,E30,30,5,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B30,'PPvsREal Summary'!$AC:$AC)","=SUMIF('PPvsREalSummary'!$C:RC[-3],'PPvsREalSummary'!$AC:$AC)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B30,'PPvsREal Summary'!$AC:$AC)"
RESUMEN,G30,30,7,"=IF((IFERROR(D30/F30,0))=0,0,(IFERROR(D30/F30,0)-1))","=IF((IFERROR(RC[-3]/RC[-1],0))=0,0,(IFERROR(RC[-3]/RC[-1],0)-1))","=IF((IFERROR(D30/F30,0))=0,0,(IFERROR(D30/F30,0)-1))"
RESUMEN,H30,30,8,"=IF((IFERROR(D30/E30,0))=0,0,(IFERROR(D30/E30,0)-1))","=IF((IFERROR(RC[-4]/RC[-3],0))=0,0,(IFERROR(RC[-4]/RC[-3],0)-1))","=IF((IFERROR(D30/E30,0))=0,0,(IFERROR(D30/E30,0)-1))"
RESUMEN,D31,31,4,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B31,'PPvsREal Summary'!$AD:$AD)","=SUMIF('PPvsREalSummary'!$C:RC[-2],'PPvsREalSummary'!$AD:$AD)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B31,'PPvsREal Summary'!$AD:$AD)"
RESUMEN,E31,31,5,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B31,'PPvsREal Summary'!$AC:$AC)","=SUMIF('PPvsREalSummary'!$C:RC[-3],'PPvsREalSummary'!$AC:$AC)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B31,'PPvsREal Summary'!$AC:$AC)"
RESUMEN,G31,31,7,"=IF((IFERROR(D31/F31,0))=0,0,(IFERROR(D31/F31,0)-1))","=IF((IFERROR(RC[-3]/RC[-1],0))=0,0,(IFERROR(RC[-3]/RC[-1],0)-1))","=IF((IFERROR(D31/F31,0))=0,0,(IFERROR(D31/F31,0)-1))"
RESUMEN,H31,31,8,"=IF((IFERROR(D31/E31,0))=0,0,(IFERROR(D31/E31,0)-1))","=IF((IFERROR(RC[-4]/RC[-3],0))=0,0,(IFERROR(RC[-4]/RC[-3],0)-1))","=IF((IFERROR(D31/E31,0))=0,0,(IFERROR(D31/E31,0)-1))"
RESUMEN,D32,32,4,=+D5-D16,=+R[-27]C-R[-16]C,=+D5-D16
RESUMEN,E32,32,5,=+E5-E16,=+R[-27]C-R[-16]C,=+E5-E16
RESUMEN,F32,32,6,=+F5-F16,=+R[-27]C-R[-16]C,=+F5-F16
RESUMEN,G32,32,7,"=IF((IFERROR(D32/F32,0))=0,0,(IFERROR(D32/F32,0)-1))","=IF((IFERROR(RC[-3]/RC[-1],0))=0,0,(IFERROR(RC[-3]/RC[-1],0)-1))","=IF((IFERROR(D32/F32,0))=0,0,(IFERROR(D32/F32,0)-1))"
RESUMEN,H32,32,8,"=IF((IFERROR(D32/E32,0))=0,0,(IFERROR(D32/E32,0)-1))","=IF((IFERROR(RC[-4]/RC[-3],0))=0,0,(IFERROR(RC[-4]/RC[-3],0)-1))","=IF((IFERROR(D32/E32,0))=0,0,(IFERROR(D32/E32,0)-1))"
RESUMEN,D33,33,4,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B33,'PPvsREal Summary'!$AD:$AD)","=SUMIF('PPvsREalSummary'!$C:RC[-2],'PPvsREalSummary'!$AD:$AD)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B33,'PPvsREal Summary'!$AD:$AD)"
RESUMEN,E33,33,5,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B33,'PPvsREal Summary'!$AC:$AC)","=SUMIF('PPvsREalSummary'!$C:RC[-3],'PPvsREalSummary'!$AC:$AC)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B33,'PPvsREal Summary'!$AC:$AC)"
RESUMEN,G33,33,7,"=IF((IFERROR(D33/F33,0))=0,0,(IFERROR(D33/F33,0)-1))","=IF((IFERROR(RC[-3]/RC[-1],0))=0,0,(IFERROR(RC[-3]/RC[-1],0)-1))","=IF((IFERROR(D33/F33,0))=0,0,(IFERROR(D33/F33,0)-1))"
RESUMEN,H33,33,8,"=IF((IFERROR(D33/E33,0))=0,0,(IFERROR(D33/E33,0)-1))","=IF((IFERROR(RC[-4]/RC[-3],0))=0,0,(IFERROR(RC[-4]/RC[-3],0)-1))","=IF((IFERROR(D33/E33,0))=0,0,(IFERROR(D33/E33,0)-1))"
RESUMEN,D34,34,4,=D35+D36,=R[1]C+R[2]C,=D35+D36
RESUMEN,E34,34,5,=E35+E36,=R[1]C+R[2]C,=E35+E36
RESUMEN,F34,34,6,=F35+F36,=R[1]C+R[2]C,=F35+F36
RESUMEN,G34,34,7,"=IF((IFERROR(D34/F34,0))=0,0,(IFERROR(D34/F34,0)-1))","=IF((IFERROR(RC[-3]/RC[-1],0))=0,0,(IFERROR(RC[-3]/RC[-1],0)-1))","=IF((IFERROR(D34/F34,0))=0,0,(IFERROR(D34/F34,0)-1))"
RESUMEN,H34,34,8,"=IF((IFERROR(D34/E34,0))=0,0,(IFERROR(D34/E34,0)-1))","=IF((IFERROR(RC[-4]/RC[-3],0))=0,0,(IFERROR(RC[-4]/RC[-3],0)-1))","=IF((IFERROR(D34/E34,0))=0,0,(IFERROR(D34/E34,0)-1))"
RESUMEN,D35,35,4,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B35,'PPvsREal Summary'!$AD:$AD)","=SUMIF('PPvsREalSummary'!$C:RC[-2],'PPvsREalSummary'!$AD:$AD)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B35,'PPvsREal Summary'!$AD:$AD)"
RESUMEN,E35,35,5,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B35,'PPvsREal Summary'!$AC:$AC)","=SUMIF('PPvsREalSummary'!$C:RC[-3],'PPvsREalSummary'!$AC:$AC)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B35,'PPvsREal Summary'!$AC:$AC)"
RESUMEN,G35,35,7,"=IF((IFERROR(D35/F35,0))=0,0,(IFERROR(D35/F35,0)-1))","=IF((IFERROR(RC[-3]/RC[-1],0))=0,0,(IFERROR(RC[-3]/RC[-1],0)-1))","=IF((IFERROR(D35/F35,0))=0,0,(IFERROR(D35/F35,0)-1))"
RESUMEN,H35,35,8,"=IF((IFERROR(D35/E35,0))=0,0,(IFERROR(D35/E35,0)-1))","=IF((IFERROR(RC[-4]/RC[-3],0))=0,0,(IFERROR(RC[-4]/RC[-3],0)-1))","=IF((IFERROR(D35/E35,0))=0,0,(IFERROR(D35/E35,0)-1))"
RESUMEN,D36,36,4,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B36,'PPvsREal Summary'!$AD:$AD)","=SUMIF('PPvsREalSummary'!$C:RC[-2],'PPvsREalSummary'!$AD:$AD)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B36,'PPvsREal Summary'!$AD:$AD)"
RESUMEN,E36,36,5,"=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B36,'PPvsREal Summary'!$AC:$AC)","=SUMIF('PPvsREalSummary'!$C:RC[-3],'PPvsREalSummary'!$AC:$AC)","=SUMIF('PPvsREal Summary'!$C:$C,RESUMEN!B36,'PPvsREal Summary'!$AC:$AC)"
RESUMEN,G36,36,7,"=IF((IFERROR(D36/F36,0))=0,0,(IFERROR(D36/F36,0)-1))","=IF((IFERROR(RC[-3]/RC[-1],0))=0,0,(IFERROR(RC[-3]/RC[-1],0)-1))","=IF((IFERROR(D36/F36,0))=0,0,(IFERROR(D36/F36,0)-1))"
RESUMEN,H36,36,8,"=IF((IFERROR(D36/E36,0))=0,0,(IFERROR(D36/E36,0)-1))","=IF((IFERROR(RC[-4]/RC[-3],0))=0,0,(IFERROR(RC[-4]/RC[-3],0)-1))","=IF((IFERROR(D36/E36,0))=0,0,(IFERROR(D36/E36,0)-1))"
RESUMEN,D37,37,4,=D32-D33+D34,=R[-5]C-R[-4]C+R[-3]C,=D32-D33+D34
RESUMEN,E37,37,5,=E32-E33+E34,=R[-5]C-R[-4]C+R[-3]C,=E32-E33+E34
RESUMEN,F37,37,6,=F32-F33+F34,=R[-5]C-R[-4]C+R[-3]C,=F32-F33+F34
RESUMEN,G37,37,7,"=IF((IFERROR(D37/F37,0))=0,0,(IFERROR(D37/F37,0)-1))","=IF((IFERROR(RC[-3]/RC[-1],0))=0,0,(IFERROR(RC[-3]/RC[-1],0)-1))","=IF((IFERROR(D37/F37,0))=0,0,(IFERROR(D37/F37,0)-1))"
RESUMEN,H37,37,8,"=IF((IFERROR(D37/E37,0))=0,0,(IFERROR(D37/E37,0)-1))","=IF((IFERROR(RC[-4]/RC[-3],0))=0,0,(IFERROR(RC[-4]/RC[-3],0)-1))","=IF((IFERROR(D37/E37,0))=0,0,(IFERROR(D37/E37,0)-1))"
Gtos. Corporativos,H5,5,8,=F5/12,=RC[-2]/12,=F5/12
Gtos. Corporativos,H6,6,8,=F6/12,=RC[-2]/12,=F6/12
Gtos. Corporativos,H7,7,8,=F7/12,=RC[-2]/12,=F7/12
Gtos. Corporativos,H8,8,8,=F8/12,=RC[-2]/12,=F8/12
Gtos. Corporativos,H9,9,8,=F9/12,=RC[-2]/12,=F9/12
Gtos. Corporativos,H10,10,8,=F10/12,=RC[-2]/12,=F10/12
Gtos. Corporativos,H11,11,8,=F11/12,=RC[-2]/12,=F11/12
Gtos. Corporativos,H12,12,8,=F12/12,=RC[-2]/12,=F12/12
Gtos. Corporativos,H13,13,8,=F13/12,=RC[-2]/12,=F13/12
Gtos. Corporativos,H14,14,8,=F14/12,=RC[-2]/12,=F14/12
Gtos. Corporativos,H15,15,8,=F15/12,=RC[-2]/12,=F15/12
Gtos. Corporativos,H16,16,8,=F16/12,=RC[-2]/12,=F16/12
Gtos. Corporativos,H17,17,8,=F17/12,=RC[-2]/12,=F17/12
Gtos. Corporativos,H18,18,8,=F18/12,=RC[-2]/12,=F18/12
Gtos. Corporativos,H19,19,8,=F19/12,=RC[-2]/12,=F19/12
Gtos. Corporativos,H20,20,8,=F20/12,=RC[-2]/12,=F20/12
Gtos. Corporativos,H21,21,8,=F21/12,=RC[-2]/12,=F21/12
Gtos. Corporativos,H22,22,8,=F22/12,=RC[-2]/12,=F22/12
Gtos. Corporativos,H23,23,8,=F23/12,=RC[-2]/12,=F23/12
Gtos. Corporativos,H24,24,8,=F24/12,=RC[-2]/12,=F24/12
Gtos. Corporativos,D26,26,4,=SUM(D5:D24),=SUM(R[-21]C:R[-2]C),=SUM(D5:D24)
Gtos. Corporativos,E26,26,5,=SUM(E5:E24),=SUM(R[-21]C:R[-2]C),=SUM(E5:E24)
Gtos. Corporativos,F26,26,6,=SUM(F5:F24),=SUM(R[-21]C:R[-2]C),=SUM(F5:F24)
Gtos. Corporativos,H26,26,8,=SUM(H5:H24),=SUM(R[-21]C:R[-2]C),=SUM(H5:H24)
Gtos. Corporativos (P),H5,5,8,=F5/12,=RC[-2]/12,=F5/12
Gtos. Corporativos (P),W5,5,23,=U5,=RC[-2],=U5
Gtos. Corporativos (P),AB5,5,28,=J5+L5+N5+P5+R5+T5+V5+X5+Z5,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J5+L5+N5+P5+R5+T5+V5+X5+Z5
Gtos. Corporativos (P),AC5,5,29,=K5+M5+O5+Q5+S5+U5+W5+Y5+AA5,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K5+M5+O5+Q5+S5+U5+W5+Y5+AA5
Gtos. Corporativos (P),H6,6,8,=F6/12,=RC[-2]/12,=F6/12
Gtos. Corporativos (P),W6,6,23,=U6,=RC[-2],=U6
Gtos. Corporativos (P),AB6,6,28,=J6+L6+N6+P6+R6+T6+V6+X6+Z6,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J6+L6+N6+P6+R6+T6+V6+X6+Z6
Gtos. Corporativos (P),AC6,6,29,=K6+M6+O6+Q6+S6+U6+W6+Y6+AA6,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K6+M6+O6+Q6+S6+U6+W6+Y6+AA6
Gtos. Corporativos (P),H7,7,8,=F7/12,=RC[-2]/12,=F7/12
Gtos. Corporativos (P),W7,7,23,=U7,=RC[-2],=U7
Gtos. Corporativos (P),AB7,7,28,=J7+L7+N7+P7+R7+T7+V7+X7+Z7,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J7+L7+N7+P7+R7+T7+V7+X7+Z7
Gtos. Corporativos (P),AC7,7,29,=K7+M7+O7+Q7+S7+U7+W7+Y7+AA7,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K7+M7+O7+Q7+S7+U7+W7+Y7+AA7
Gtos. Corporativos (P),H8,8,8,=F8/12,=RC[-2]/12,=F8/12
Gtos. Corporativos (P),W8,8,23,=U8,=RC[-2],=U8
Gtos. Corporativos (P),AB8,8,28,=J8+L8+N8+P8+R8+T8+V8+X8+Z8,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J8+L8+N8+P8+R8+T8+V8+X8+Z8
Gtos. Corporativos (P),AC8,8,29,=K8+M8+O8+Q8+S8+U8+W8+Y8+AA8,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K8+M8+O8+Q8+S8+U8+W8+Y8+AA8
Gtos. Corporativos (P),H9,9,8,=F9/12,=RC[-2]/12,=F9/12
Gtos. Corporativos (P),W9,9,23,=U9,=RC[-2],=U9
Gtos. Corporativos (P),AB9,9,28,=J9+L9+N9+P9+R9+T9+V9+X9+Z9,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J9+L9+N9+P9+R9+T9+V9+X9+Z9
Gtos. Corporativos (P),AC9,9,29,=K9+M9+O9+Q9+S9+U9+W9+Y9+AA9,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K9+M9+O9+Q9+S9+U9+W9+Y9+AA9
Gtos. Corporativos (P),H10,10,8,=F10/12,=RC[-2]/12,=F10/12
Gtos. Corporativos (P),W10,10,23,=U10,=RC[-2],=U10
Gtos. Corporativos (P),AB10,10,28,=J10+L10+N10+P10+R10+T10+V10+X10+Z10,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J10+L10+N10+P10+R10+T10+V10+X10+Z10
Gtos. Corporativos (P),AC10,10,29,=K10+M10+O10+Q10+S10+U10+W10+Y10+AA10,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K10+M10+O10+Q10+S10+U10+W10+Y10+AA10
Gtos. Corporativos (P),H11,11,8,=F11/12,=RC[-2]/12,=F11/12
Gtos. Corporativos (P),W11,11,23,=U11,=RC[-2],=U11
Gtos. Corporativos (P),AB11,11,28,=J11+L11+N11+P11+R11+T11+V11+X11+Z11,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J11+L11+N11+P11+R11+T11+V11+X11+Z11
Gtos. Corporativos (P),AC11,11,29,=K11+M11+O11+Q11+S11+U11+W11+Y11+AA11,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K11+M11+O11+Q11+S11+U11+W11+Y11+AA11
Gtos. Corporativos (P),H12,12,8,=F12/12,=RC[-2]/12,=F12/12
Gtos. Corporativos (P),W12,12,23,=U12,=RC[-2],=U12
Gtos. Corporativos (P),AB12,12,28,=J12+L12+N12+P12+R12+T12+V12+X12+Z12,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J12+L12+N12+P12+R12+T12+V12+X12+Z12
Gtos. Corporativos (P),AC12,12,29,=K12+M12+O12+Q12+S12+U12+W12+Y12+AA12,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K12+M12+O12+Q12+S12+U12+W12+Y12+AA12
Gtos. Corporativos (P),H13,13,8,=F13/12,=RC[-2]/12,=F13/12
Gtos. Corporativos (P),W13,13,23,=U13,=RC[-2],=U13
Gtos. Corporativos (P),AB13,13,28,=J13+L13+N13+P13+R13+T13+V13+X13+Z13,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J13+L13+N13+P13+R13+T13+V13+X13+Z13
Gtos. Corporativos (P),AC13,13,29,=K13+M13+O13+Q13+S13+U13+W13+Y13+AA13,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K13+M13+O13+Q13+S13+U13+W13+Y13+AA13
Gtos. Corporativos (P),H14,14,8,=F14/12,=RC[-2]/12,=F14/12
Gtos. Corporativos (P),W14,14,23,=U14,=RC[-2],=U14
Gtos. Corporativos (P),AB14,14,28,=J14+L14+N14+P14+R14+T14+V14+X14+Z14,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J14+L14+N14+P14+R14+T14+V14+X14+Z14
Gtos. Corporativos (P),AC14,14,29,=K14+M14+O14+Q14+S14+U14+W14+Y14+AA14,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K14+M14+O14+Q14+S14+U14+W14+Y14+AA14
Gtos. Corporativos (P),H15,15,8,=F15/12,=RC[-2]/12,=F15/12
Gtos. Corporativos (P),W15,15,23,=U15,=RC[-2],=U15
Gtos. Corporativos (P),AB15,15,28,=J15+L15+N15+P15+R15+T15+V15+X15+Z15,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J15+L15+N15+P15+R15+T15+V15+X15+Z15
Gtos. Corporativos (P),AC15,15,29,=K15+M15+O15+Q15+S15+U15+W15+Y15+AA15,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K15+M15+O15+Q15+S15+U15+W15+Y15+AA15
Gtos. Corporativos (P),H16,16,8,=F16/12,=RC[-2]/12,=F16/12
Gtos. Corporativos (P),W16,16,23,=U16,=RC[-2],=U16
Gtos. Corporativos (P),AB16,16,28,=J16+L16+N16+P16+R16+T16+V16+X16+Z16,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J16+L16+N16+P16+R16+T16+V16+X16+Z16
Gtos. Corporativos (P),AC16,16,29,=K16+M16+O16+Q16+S16+U16+W16+Y16+AA16,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K16+M16+O16+Q16+S16+U16+W16+Y16+AA16
Gtos. Corporativos (P),H17,17,8,=F17/12,=RC[-2]/12,=F17/12
Gtos. Corporativos (P),W17,17,23,=U17,=RC[-2],=U17
Gtos. Corporativos (P),AB17,17,28,=J17+L17+N17+P17+R17+T17+V17+X17+Z17,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J17+L17+N17+P17+R17+T17+V17+X17+Z17
Gtos. Corporativos (P),AC17,17,29,=K17+M17+O17+Q17+S17+U17+W17+Y17+AA17,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K17+M17+O17+Q17+S17+U17+W17+Y17+AA17
Gtos. Corporativos (P),H18,18,8,=F18/12,=RC[-2]/12,=F18/12
Gtos. Corporativos (P),W18,18,23,=U18,=RC[-2],=U18
Gtos. Corporativos (P),AB18,18,28,=J18+L18+N18+P18+R18+T18+V18+X18+Z18,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J18+L18+N18+P18+R18+T18+V18+X18+Z18
Gtos. Corporativos (P),AC18,18,29,=K18+M18+O18+Q18+S18+U18+W18+Y18+AA18,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K18+M18+O18+Q18+S18+U18+W18+Y18+AA18
Gtos. Corporativos (P),H19,19,8,=F19/12,=RC[-2]/12,=F19/12
Gtos. Corporativos (P),W19,19,23,=U19,=RC[-2],=U19
Gtos. Corporativos (P),AB19,19,28,=J19+L19+N19+P19+R19+T19+V19+X19+Z19,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J19+L19+N19+P19+R19+T19+V19+X19+Z19
Gtos. Corporativos (P),AC19,19,29,=K19+M19+O19+Q19+S19+U19+W19+Y19+AA19,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K19+M19+O19+Q19+S19+U19+W19+Y19+AA19
Gtos. Corporativos (P),H20,20,8,=F20/12,=RC[-2]/12,=F20/12
Gtos. Corporativos (P),W20,20,23,=U20,=RC[-2],=U20
Gtos. Corporativos (P),AB20,20,28,=J20+L20+N20+P20+R20+T20+V20+X20+Z20,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J20+L20+N20+P20+R20+T20+V20+X20+Z20
Gtos. Corporativos (P),AC20,20,29,=K20+M20+O20+Q20+S20+U20+W20+Y20+AA20,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K20+M20+O20+Q20+S20+U20+W20+Y20+AA20
Gtos. Corporativos (P),H21,21,8,=F21/12,=RC[-2]/12,=F21/12
Gtos. Corporativos (P),W21,21,23,=U21,=RC[-2],=U21
Gtos. Corporativos (P),AB21,21,28,=J21+L21+N21+P21+R21+T21+V21+X21+Z21,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J21+L21+N21+P21+R21+T21+V21+X21+Z21
Gtos. Corporativos (P),AC21,21,29,=K21+M21+O21+Q21+S21+U21+W21+Y21+AA21,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K21+M21+O21+Q21+S21+U21+W21+Y21+AA21
Gtos. Corporativos (P),H22,22,8,=F22/12,=RC[-2]/12,=F22/12
Gtos. Corporativos (P),W22,22,23,=U22,=RC[-2],=U22
Gtos. Corporativos (P),AB22,22,28,=J22+L22+N22+P22+R22+T22+V22+X22+Z22,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J22+L22+N22+P22+R22+T22+V22+X22+Z22
Gtos. Corporativos (P),AC22,22,29,=K22+M22+O22+Q22+S22+U22+W22+Y22+AA22,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K22+M22+O22+Q22+S22+U22+W22+Y22+AA22
Gtos. Corporativos (P),H23,23,8,=F23/12,=RC[-2]/12,=F23/12
Gtos. Corporativos (P),W23,23,23,=U23,=RC[-2],=U23
Gtos. Corporativos (P),AB23,23,28,=J23+L23+N23+P23+R23+T23+V23+X23+Z23,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J23+L23+N23+P23+R23+T23+V23+X23+Z23
Gtos. Corporativos (P),AC23,23,29,=K23+M23+O23+Q23+S23+U23+W23+Y23+AA23,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=K23+M23+O23+Q23+S23+U23+W23+Y23+AA23
Gtos. Corporativos (P),H24,24,8,=F24/12,=RC[-2]/12,=F24/12
Gtos. Corporativos (P),W24,24,23,=U24,=RC[-2],=U24
Gtos. Corporativos (P),AB24,24,28,=J24+L24+N24+P24+R24+T24+V24+X24+Z24,=RC[-18]+RC[-16]+RC[-14]+RC[-12]+RC[-10]+RC[-8]+RC[-6]+RC[-4]+RC[-2],=J24+L24+N24+P24+R24+T24+V24+X24+Z24
